Class,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
a,0.3041648864746094,0.6518663763999939,-1.2429526918822376e-07,0.34748709201812744,0.6438426971435547,-0.01943138614296913,0.3853090703487396,0.5872829556465149,-0.02762531489133835,0.39959099888801575,0.5354145169258118,-0.0351700596511364,0.4112202227115631,0.48734742403030396,-0.04232259839773178,0.37397193908691406,0.5358393788337708,-0.024751462042331696,0.3798314929008484,0.5311205387115479,-0.0542108379304409,0.3663293123245239,0.5816845297813416,-0.0711229220032692,0.35512495040893555,0.6225898861885071,-0.0773044228553772,0.34063518047332764,0.5249620079994202,-0.025277769193053246,0.34186112880706787,0.5419002771377563,-0.056932542473077774,0.33064720034599304,0.6043392419815063,-0.0665297880768776,0.32179826498031616,0.6502687931060791,-0.06706629693508148,0.3060380220413208,0.5240492820739746,-0.02897181734442711,0.30724212527275085,0.5392285585403442,-0.06189023703336716,0.2975165545940399,0.6065335273742676,-0.0599464550614357,0.29098641872406006,0.6534881591796875,-0.05051882192492485,0.27351242303848267,0.5292720794677734,-0.03378089517354965,0.27433833479881287,0.5388554930686951,-0.058302853256464005,0.2723044753074646,0.5871697664260864,-0.05603291094303131,0.27073967456817627,0.6206812262535095,-0.048182662576436996
a,0.2869395613670349,0.6879775524139404,-2.29745779734003e-07,0.331506609916687,0.685921311378479,-0.026130639016628265,0.37696120142936707,0.6120361685752869,-0.032189782708883286,0.3932187557220459,0.5402029156684875,-0.035335153341293335,0.40457040071487427,0.48183199763298035,-0.03694776073098183,0.36030077934265137,0.5464123487472534,-0.01814122311770916,0.3734891712665558,0.5284205675125122,-0.044395022094249725,0.3599022626876831,0.5761655569076538,-0.05715518444776535,0.3443872630596161,0.6228162050247192,-0.058949705213308334,0.32654643058776855,0.5328459143638611,-0.011635301634669304,0.3372918963432312,0.5296192765235901,-0.038826074451208115,0.3221527636051178,0.5949768424034119,-0.04415399208664894,0.3101194500923157,0.6459891200065613,-0.03989863395690918,0.2912491261959076,0.5303553938865662,-0.009883497841656208,0.3044103682041168,0.5303439497947693,-0.04016873612999916,0.2918466329574585,0.6004300117492676,-0.036972299218177795,0.28200796246528625,0.6500048637390137,-0.025021694600582123,0.25637882947921753,0.5336619019508362,-0.009490993805229664,0.27098777890205383,0.5261173844337463,-0.0312507189810276,0.2676662504673004,0.5785729885101318,-0.027246974408626556,0.262840211391449,0.6146647334098816,-0.01689472608268261
a,0.28496766090393066,0.7041552662849426,-2.5676587256384664e-07,0.33471301198005676,0.692040741443634,-0.021707136183977127,0.37859266996383667,0.6104241609573364,-0.025316627696156502,0.3926275670528412,0.5374677181243896,-0.0272982157766819,0.4062246084213257,0.47957223653793335,-0.027391135692596436,0.3568495512008667,0.5426256060600281,-0.009295402094721794,0.3759859502315521,0.525201141834259,-0.03501781448721886,0.36000049114227295,0.5789389610290527,-0.04878883808851242,0.34315556287765503,0.6270800828933716,-0.051597315818071365,0.3238773047924042,0.5306296944618225,-0.004638052545487881,0.3387644588947296,0.5274209976196289,-0.032145366072654724,0.32180190086364746,0.5970524549484253,-0.037960074841976166,0.30806198716163635,0.6498084664344788,-0.03344164043664932,0.28907716274261475,0.5284892916679382,-0.004777595866471529,0.30455079674720764,0.5337376594543457,-0.03339472785592079,0.29255199432373047,0.6042991280555725,-0.029320981353521347,0.2819519639015198,0.6514647006988525,-0.01701684668660164,0.25327450037002563,0.5313184261322021,-0.006250813137739897,0.2714799642562866,0.530991792678833,-0.025458546355366707,0.2686745226383209,0.5869643092155457,-0.020010460168123245,0.2621459662914276,0.6219781041145325,-0.008892771787941456
a,0.28313320875167847,0.710750937461853,-2.9668433398910565e-07,0.336646169424057,0.6905374526977539,-0.02014797553420067,0.3803006708621979,0.6105455756187439,-0.02326641045510769,0.39304888248443604,0.5389736890792847,-0.025759803131222725,0.4034455418586731,0.479431688785553,-0.026667356491088867,0.3582456111907959,0.5455412864685059,-0.005505806766450405,0.37659934163093567,0.5230569243431091,-0.031514041125774384,0.3605954051017761,0.5755343437194824,-0.04603252559900284,0.34428468346595764,0.6244167685508728,-0.049012135714292526,0.324841171503067,0.535230815410614,-0.001704738475382328,0.3398808240890503,0.5264726877212524,-0.03033231757581234,0.3217128813266754,0.5954478979110718,-0.037303030490875244,0.3072611391544342,0.6509653925895691,-0.0328473299741745,0.2898213267326355,0.5333818197250366,-0.002777732675895095,0.3043301999568939,0.5312259197235107,-0.03232848271727562,0.29193735122680664,0.6005361080169678,-0.029534436762332916,0.281745582818985,0.6505492925643921,-0.01730411686003208,0.2536637783050537,0.5358923077583313,-0.005013355053961277,0.2707369327545166,0.5241894721984863,-0.024034256115555763,0.2682435214519501,0.5753889679908752,-0.018498994410037994,0.26133209466934204,0.6111204624176025,-0.007009467575699091
a,0.28142857551574707,0.7178249359130859,-3.1422950996784493e-07,0.3363311290740967,0.6932817697525024,-0.01817966252565384,0.38067084550857544,0.6116990447044373,-0.02050607278943062,0.39352577924728394,0.5411913990974426,-0.023042084649205208,0.4042339324951172,0.48152047395706177,-0.02391216531395912,0.35848745703697205,0.5452892780303955,-0.0012809932231903076,0.3751201927661896,0.5225174427032471,-0.026090659201145172,0.3598109483718872,0.5761749744415283,-0.039833396673202515,0.3450186550617218,0.6265208125114441,-0.04224376380443573,0.3244897723197937,0.5356345176696777,0.0015025821048766375,0.33969008922576904,0.5250657200813293,-0.02600686438381672,0.3217674493789673,0.5952028632164001,-0.03258134052157402,0.3079662621021271,0.6518774628639221,-0.02776063233613968,0.2888876497745514,0.535243034362793,-0.0006105651846155524,0.30315011739730835,0.5306164026260376,-0.028853975236415863,0.29116225242614746,0.6006877422332764,-0.025605591014027596,0.2820616364479065,0.6521010398864746,-0.013105280697345734,0.252829372882843,0.5402891635894775,-0.0038538614753633738,0.2689248323440552,0.5224183201789856,-0.02111491747200489,0.2660117447376251,0.570571780204773,-0.01489619817584753,0.2596563994884491,0.6060075759887695,-0.0031836694106459618
a,0.2809266149997711,0.7239853143692017,-3.284567071659694e-07,0.3364748954772949,0.6963318586349487,-0.017441827803850174,0.38086211681365967,0.6152080297470093,-0.019749566912651062,0.3951485753059387,0.5443105101585388,-0.022696316242218018,0.40551283955574036,0.482774555683136,-0.023856161162257195,0.35922977328300476,0.549329400062561,0.0008027139119803905,0.375999391078949,0.5240712761878967,-0.02426319755613804,0.3595525920391083,0.5797157287597656,-0.03813087195158005,0.34463125467300415,0.6307013034820557,-0.04053111746907234,0.32548898458480835,0.5393363237380981,0.003151260782033205,0.3408757150173187,0.5268282890319824,-0.024954406544566154,0.32204824686050415,0.5974061489105225,-0.0317058190703392,0.30850550532341003,0.6544854640960693,-0.026730135083198547,0.2900572419166565,0.5377705693244934,0.0004918772610835731,0.3041576147079468,0.5318220257759094,-0.027947010472416878,0.29163703322410583,0.6025742292404175,-0.024567147716879845,0.2833467721939087,0.6549935936927795,-0.011771119199693203,0.2540968358516693,0.5413215756416321,-0.0033396193757653236,0.2697473168373108,0.524739682674408,-0.020614830777049065,0.2663094401359558,0.5746724605560303,-0.01452202070504427,0.26073169708251953,0.6115361452102661,-0.0027525925543159246
a,0.2814590632915497,0.7249573469161987,-3.3309476066278876e-07,0.3370647728443146,0.6950218677520752,-0.017039520666003227,0.38194721937179565,0.6135573387145996,-0.019590510055422783,0.39568910002708435,0.543374240398407,-0.022961560636758804,0.40677356719970703,0.4832112193107605,-0.024400558322668076,0.3602554500102997,0.5462322235107422,0.0012530219973996282,0.3769089877605438,0.5228935480117798,-0.024625539779663086,0.3601562976837158,0.5794033408164978,-0.0390167310833931,0.34533923864364624,0.630972146987915,-0.04160059615969658,0.3257211744785309,0.5368925333023071,0.0030897273682057858,0.3412313461303711,0.5267141461372375,-0.025667797774076462,0.3220604360103607,0.5983718633651733,-0.032271165400743484,0.3084969222545624,0.656185507774353,-0.027041960507631302,0.28999432921409607,0.5361647605895996,-0.00021646579261869192,0.30412980914115906,0.5316070318222046,-0.029046237468719482,0.29153162240982056,0.6027747988700867,-0.025311294943094254,0.28324276208877563,0.6555944085121155,-0.012174759060144424,0.25408414006233215,0.5407277941703796,-0.004691659938544035,0.26976051926612854,0.5248823761940002,-0.021868402138352394,0.2658667266368866,0.5752569437026978,-0.01540183462202549,0.2598531246185303,0.6118921041488647,-0.0033270688727498055
a,0.2807059586048126,0.725967288017273,-3.35267657192162e-07,0.33648812770843506,0.6955100893974304,-0.01692349836230278,0.3820565938949585,0.6144282817840576,-0.019516656175255775,0.3972989618778229,0.5443808436393738,-0.02282523363828659,0.4077787399291992,0.48379018902778625,-0.02416400983929634,0.3602353632450104,0.5442315936088562,0.0005042055272497237,0.3776109218597412,0.5227835178375244,-0.025095567107200623,0.3601086735725403,0.5802674293518066,-0.039415258914232254,0.3447168171405792,0.6316435933113098,-0.042146094143390656,0.3260851502418518,0.5337645411491394,0.0025706798769533634,0.34227848052978516,0.5274579524993896,-0.02573339268565178,0.3229195773601532,0.5989188551902771,-0.032109443098306656,0.30944347381591797,0.655655562877655,-0.026944072917103767,0.2904280126094818,0.5329206585884094,-0.0003445274487603456,0.3054606020450592,0.5331242084503174,-0.02827508933842182,0.29239481687545776,0.6040075421333313,-0.02393616922199726,0.2840786576271057,0.6551911234855652,-0.010754759423434734,0.2540103495121002,0.537903368473053,-0.004502730909734964,0.27109086513519287,0.5285569429397583,-0.02080255188047886,0.2675912082195282,0.5799895524978638,-0.014051061123609543,0.2624448537826538,0.6150081157684326,-0.0020139100961387157
a,0.2806887924671173,0.7285948395729065,-3.4779588986566523e-07,0.3371954560279846,0.6980400681495667,-0.016015205532312393,0.3830897808074951,0.617567777633667,-0.01817774958908558,0.3992985486984253,0.5473876595497131,-0.021376419812440872,0.4085458219051361,0.48529690504074097,-0.02263457700610161,0.3605959713459015,0.5495209693908691,0.0018332642503082752,0.3784538805484772,0.5242971777915955,-0.02304479293525219,0.3607332706451416,0.5815943479537964,-0.03671785071492195,0.3453872501850128,0.6326777338981628,-0.039077531546354294,0.32674890756607056,0.5395181179046631,0.0033468399196863174,0.3437458574771881,0.5280106067657471,-0.024442361667752266,0.32357797026634216,0.5993993282318115,-0.030505957081913948,0.3095829486846924,0.6554465293884277,-0.025203842669725418,0.2912803590297699,0.5383704900741577,-8.523496217094362e-05,0.30714330077171326,0.5325097441673279,-0.02729092165827751,0.29368504881858826,0.6030796766281128,-0.0225102249532938,0.2849041819572449,0.6538608074188232,-0.009228197857737541,0.2550733685493469,0.5427492260932922,-0.004720417782664299,0.27262479066848755,0.5263534784317017,-0.020008470863103867,0.2683488130569458,0.5760480165481567,-0.01252499595284462,0.26233983039855957,0.6110700368881226,-0.00025347413611598313
a,0.28087177872657776,0.7278902530670166,-3.458562218838779e-07,0.33825933933258057,0.6966172456741333,-0.01544205192476511,0.3834448754787445,0.6145040988922119,-0.017222659662365913,0.39797455072402954,0.5446354746818542,-0.02022496797144413,0.4096542000770569,0.48532336950302124,-0.021325768902897835,0.36023229360580444,0.546402633190155,0.0028020995669066906,0.37908872961997986,0.5238445401191711,-0.022115401923656464,0.3613826334476471,0.5803157091140747,-0.03601991757750511,0.34575703740119934,0.6305973529815674,-0.038596220314502716,0.3259407877922058,0.5372395515441895,0.0040054465644061565,0.3440256714820862,0.5281897187232971,-0.02378169260919094,0.3237590193748474,0.5991861820220947,-0.02996349148452282,0.30934762954711914,0.6552143096923828,-0.024692362174391747,0.2905123233795166,0.5371155738830566,0.00021757764625363052,0.3073013126850128,0.5342226028442383,-0.027299752458930016,0.29375237226486206,0.6047934293746948,-0.022840941324830055,0.2847641110420227,0.6555954217910767,-0.009604713879525661,0.2543845474720001,0.5425675511360168,-0.004682891070842743,0.2727096974849701,0.5280128121376038,-0.01999639719724655,0.26933377981185913,0.5782021284103394,-0.012573547661304474,0.26410505175590515,0.6134253144264221,-0.00031409299117513
